,the_geom,School_ID,Short_Name,Address,Grade_Cat,Lat,Long,Comm_Area
545,POINT (-87.6836156511509 41.87159549239637),610121,IRVING,749 S OAKLEY BLVD,ES,41.87159549,-87.68361565,28
546,POINT (-87.65538382113651 41.6839070104639),610225,WHISTLER,11533 S ADA ST,ES,41.68390701,-87.65538382,53
547,POINT (-87.5620842299845 41.69972622184234),609811,BRIGHT,10740 S CALHOUN AVE,ES,41.69972622,-87.56208423,51
548,POINT (-87.6534450266779 41.865351018922674),610180,SMYTH,1059 W 13TH ST,ES,41.86535102,-87.65344503,28
549,POINT (-87.63430552124309 41.66944402318567),609902,METCALFE,12339 S NORMAL AVE,ES,41.66944402,-87.63430552,53
550,POINT (-87.73167243316921 41.85686370109939),610056,MASON,4217 W 18TH ST,ES,41.8568637,-87.73167243,29
551,POINT (-87.61124445841946 41.70033514164622),610004,CULLEN,10650 S EBERHART AVE,ES,41.70033514,-87.61124446,49
552,POINT (-87.62804036316227 41.7471859182612),610298,LENART,8101 S LASALLE ST,ES,41.74718592,-87.62804036,44
553,POINT (-87.65475844785422 41.97094908292709),610269,MCCUTCHEON,4865 N SHERIDAN RD,ES,41.97094908,-87.65475845,3
554,POINT (-87.76022117561679 41.894976391501466),400127,YCCS - AUSTIN CAREER,5352 W CHICAGO AVE,HS,41.89497639,-87.76022118,25
555,POINT (-87.66985312411366 41.93793747440641),609820,BURLEY,1630 W BARRY AVE,ES,41.93793747,-87.66985312,6
556,POINT (-87.70216290437172 41.870167717960676),609925,KELLMAN,3030 W ARTHINGTON ST,ES,41.87016772,-87.7021629,27
557,POINT (-87.78351523287559 41.935633588075454),609732,STEINMETZ HS,3030 N MOBILE AVE,HS,41.93563359,-87.78351523,19
558,POINT (-87.62254566062494 41.67061754028429),609943,OWENS,12302 S STATE ST,ES,41.67061754,-87.62254566,53
559,POINT (-87.6897797727433 41.806491411656765),610559,SHIELDS MIDDLE,2611 W 48TH ST,ES,41.80649141,-87.68977977,58
560,POINT (-87.66952750426273 41.928841100792745),610136,PRESCOTT,1632 W WRIGHTWOOD AVE,ES,41.9288411,-87.6695275,7
561,POINT (-87.67086537302539 41.94521965500946),609963,HAMILTON,1650 W CORNELIA AVE,ES,41.94521966,-87.67086537,6
562,POINT (-87.71921626106868 41.78789897071231),610120,PECK,3826 W 58TH ST,ES,41.78789897,-87.71921626,62
563,POINT (-87.62093345510802 41.73840659515536),610093,NEIL,8555 S MICHIGAN AVE,ES,41.7384066,-87.62093346,44
564,POINT (-87.67116041930247 41.983371436351945),400060,AHS - PASSAGES,1643 W BRYN MAWR AVE,ES,41.98337144,-87.67116042,77
565,POINT (-87.61921554222704 41.83055497789397),609754,CHICAGO MILITARY HS,3519 S GILES AVE,HS,41.83055498,-87.61921554,35
566,POINT (-87.61227454298165 41.83112062914287),609891,DOOLITTLE,535 E 35TH ST,ES,41.83112063,-87.61227454,35
567,POINT (-87.61635260656355 41.692762529207194),609726,BROOKS HS,250 E 111TH ST,HS,41.69276253,-87.61635261,49
568,POINT (-87.73012671472559 41.91521410714639),400054,NOBLE - PRITZKER HS,4131 W CORTLAND AVE,HS,41.91521411,-87.73012671,20
569,POINT (-87.69255089866297 41.850035413105296),400083,ACERO - PAZ,2651 W 23RD ST,ES,41.85003541,-87.6925509,30
570,POINT (-87.72188814466854 41.92090964989134),610088,MOZART,2200 N HAMLIN AVE,ES,41.92090965,-87.72188814,22
571,POINT (-87.70215096178198 41.95821983970932),609792,BATEMAN,4220 N RICHMOND ST,ES,41.95821984,-87.70215096,16
572,POINT (-87.68104105312955 41.94506222513074),609782,AUDUBON,3500 N HOYNE AVE,ES,41.94506223,-87.68104105,5
573,POINT (-87.69436444521675 41.90677063558899),400039,ERIE,1405 N WASHTENAW AVE,ES,41.90677064,-87.69436445,24
574,POINT (-87.73126059627789 41.9001396562),610106,PICCOLO,1040 N KEELER AVE,ES,41.90013966,-87.7312606,23
575,POINT (-87.72585617789453 41.805541539905185),609903,EDWARDS,4815 S KARLOV AVE,ES,41.80554154,-87.72585618,57
576,POINT (-87.78391884683761 41.91271802714663),610043,LOVETT,6333 W BLOOMINGDALE AVE,ES,41.91271803,-87.78391885,25
577,POINT (-87.66652988324923 41.77122111202158),610521,DAVIS M,6740 S PAULINA ST,ES,41.77122111,-87.66652988,67
578,POINT (-87.71542311990282 41.88621006017526),610334,RABY HS,3545 W FULTON BLVD,HS,41.88621006,-87.71542312,27
579,POINT (-87.7171903201515 41.83879052013036),609950,ORTIZ DE DOMINGUEZ,3000 S LAWNDALE AVE,ES,41.83879052,-87.71719032,30
580,POINT (-87.57607485711411 41.76084748073773),609815,BOUCHET,7355 S JEFFERY BLVD,ES,41.76084748,-87.57607486,43
581,POINT (-87.66850377465958 41.99454088652872),609976,HAYT,1518 W GRANVILLE AVE,ES,41.99454089,-87.66850377,77
582,POINT (-87.61796787062902 41.67931844325128),400161,CHICAGO COLLEGIATE,11816 S INDIANA AVE,HS,41.67931844,-87.61796787,53
583,POINT (-87.70644252545561 41.95204212165319),609857,CLEVELAND,3121 W BYRON ST,ES,41.95204212,-87.70644253,16
584,POINT (-87.5659697718123 41.741412807205215),609862,COLES,8441 S YATES BLVD,ES,41.74141281,-87.56596977,46
585,POINT (-87.7653219783212 41.88232222169864),400021,CATALYST - CIRCLE ROCK,5608 W WASHINGTON BLVD,ES,41.88232222,-87.76532198,25
586,POINT (-87.53517530584459 41.706800999624136),609935,GALLISTEL,10347 S EWING AVE,ES,41.706801,-87.53517531,52
587,POINT (-87.72447046436722 41.79146390934622),609694,HANCOCK HS,4034 W 56TH ST,HS,41.79146391,-87.72447046,62
588,POINT (-87.58661500993882 41.78225692748787),609713,HYDE PARK HS,6220 S STONY ISLAND AVE,HS,41.78225693,-87.58661501,42
589,POINT (-87.65379166830594 41.838027387837464),609996,HOLDEN,1104 W 31ST ST,ES,41.83802739,-87.65379167,60
590,POINT (-87.53601529918677 41.688131484164664),610219,WASHINGTON G ES,3611 E 114TH ST,ES,41.68813148,-87.5360153,52
591,POINT (-87.7079526334741 41.774420452387766),609898,EBERHART,3400 W 65TH PL,ES,41.77442045,-87.70795263,66
592,POINT (-87.66822246663597 42.00364046331735),610022,KILMER,6700 N GREENVIEW AVE,ES,42.00364046,-87.66822247,1
593,POINT (-87.62533077010683 41.84133116785046),400124,YCCS - MCKINLEY,2920 S WABASH AVE,HS,41.84133117,-87.62533077,35
594,POINT (-87.70585481199947 41.885321040289625),609797,BEIDLER,3151 W WALNUT ST,ES,41.88532104,-87.70585481,27
595,POINT (-87.68074453481923 41.848100940023286),610125,RUIZ,2410 S LEAVITT ST,ES,41.84810094,-87.68074453,31
596,POINT (-87.65866905202182 41.69091887705336),610176,SHOOP,11140 S BISHOP ST,ES,41.69091888,-87.65866905,75
597,POINT (-87.70580994472152 41.695733862327714),610082,MOUNT GREENWOOD,10841 S HOMAN AVE,ES,41.69573386,-87.70580994,74
598,POINT (-87.55180355199913 41.753114901720906),610573,CAMELOT - SAFE HS,7530 S SOUTH SHORE DR,HS,41.7531149,-87.55180355,43
599,POINT (-87.59906677097469 41.81734932753818),610256,ROBINSON,4225 S LAKE PARK AVE,ES,41.81734933,-87.59906677,36
600,POINT (-87.70205280025763 41.89080312177555),400143,YCCS - WEST TOWN,500 N SACRAMENTO BLVD,HS,41.89080312,-87.7020528,23
601,POINT (-87.7051120770973 41.85077148440774),609920,KANOON,2233 S KEDZIE AVE,ES,41.85077148,-87.70511208,30
602,POINT (-87.72995463177078 41.90615515316756),610098,NOBEL,4127 W HIRSCH ST,ES,41.90615515,-87.72995463,23
603,POINT (-87.71922375095447 41.92998860385815),610074,MONROE,3651 W SCHUBERT AVE,ES,41.9299886,-87.71922375,22
604,POINT (-87.64912434694986 41.76389597409202),610565,CAMELOT - EXCEL ENGLEWOOD HS,7141 S MORGAN ST,HS,41.76389597,-87.64912435,68
605,POINT (-87.73217877767884 41.94167760398012),610159,SCAMMON,4201 W HENDERSON ST,ES,41.9416776,-87.73217878,16
606,POINT (-87.73580189344491 41.87866464768432),609985,HEFFERAN,4409 W WILCOX ST,ES,41.87866465,-87.73580189,26
607,POINT (-87.69894610650123 41.847761694940964),610357,SPRY HS,2400 S MARSHALL BLVD,HS,41.84776169,-87.69894611,30
608,POINT (-87.73921294544134 41.97328939323462),610111,PALMER,5051 N KENNETH AVE,ES,41.97328939,-87.73921295,14
609,POINT (-87.67763611228636 41.88321451740222),610405,SUDER,2022 W WASHINGTON BLVD,ES,41.88321452,-87.67763611,28
610,POINT (-87.63363243382835 41.90141653446823),610250,SALAZAR,160 W WENDELL ST,ES,41.90141653,-87.63363243,8
611,POINT (-87.7263796282118 41.78959705388647),610589,SOR JUANA,4120 W 57TH ST,ES,41.78959705,-87.72637963,62
612,POINT (-87.6180664473823 41.75194557604157),610152,RUGGLES,7831 S PRAIRIE AVE,ES,41.75194558,-87.61806645,69
613,POINT (-87.7541665438981 41.939796768111655),609708,FOREMAN HS,3235 N LECLAIRE AVE,HS,41.93979677,-87.75416654,15
614,POINT (-87.73049511743928 41.81013478732238),400079,ACERO - ZIZUMBO,4248 W 47TH ST,ES,41.81013479,-87.73049512,57
615,POINT (-87.66897963899922 41.74838240836738),400032,CICS - ELLISON HS,1817 W 80TH ST,HS,41.74838241,-87.66897964,71
616,POINT (-87.69526101587266 41.8425333487506),609748,YORK HS,2700 S CALIFORNIA AVE,HS,41.84253335,-87.69526102,30
617,POINT (-87.69746282204999 42.00341160811065),609804,BOONE,6710 N WASHTENAW AVE,ES,42.00341161,-87.69746282,2
618,POINT (-87.70879678420533 41.80104241416243),400112,ACERO - IDAR,5050 S HOMAN AVE,ES,41.80104241,-87.70879678,63
619,POINT (-87.69399616197575 41.822883741274396),400101,ACERO - CISNEROS,2744 W PERSHING RD,ES,41.82288374,-87.69399616,58
620,POINT (-87.53297604180854 41.69873879985222),609772,ADDAMS,10810 S AVENUE H,ES,41.6987388,-87.53297604,52
621,POINT (-87.6813103037164 41.831555161455555),609909,EVERETT,3419 S BELL AVE,ES,41.83155516,-87.6813103,59
622,POINT (-87.60789113705162 41.740340233663105),610130,PIRIE,650 E 85TH ST,ES,41.74034023,-87.60789114,44
623,POINT (-87.60101811277593 41.77347789827783),610213,WADSWORTH,6650 S ELLIS AVE,ES,41.7734779,-87.60101811,42
624,POINT (-87.64449730394378 41.92452481637057),610038,LINCOLN,615 W KEMPER PL,ES,41.92452482,-87.6444973,7
625,POINT (-87.59039610205166 41.76775510951575),610530,SOUTH SHORE ES,1415 E 70TH ST,ES,41.76775511,-87.5903961,43
626,POINT (-87.59233320248323 41.71292210067736),400136,YCCS - OLIVE HARVEY,10001 S WOODLAWN AVE,HS,41.7129221,-87.5923332,50
627,POINT (-87.68396339327379 41.7952009532687),400167,HORIZON - SOUTHWEST,5401 S. WESTERN,ES,41.79520095,-87.68396339,63
628,POINT (-87.70541291384023 41.92332271762463),609875,DARWIN,3116 W BELDEN AVE,ES,41.92332272,-87.70541291,22
629,POINT (-87.68779954321074 41.79327214417021),609842,CARSON,5516 S MAPLEWOOD AVE,ES,41.79327214,-87.68779954,63
630,POINT (-87.72312803497192 41.96402870922747),609972,HAUGAN,4540 N HAMLIN AVE,ES,41.96402871,-87.72312803,14
631,POINT (-87.73352395107558 41.87082837933628),610194,SUMNER,4320 W 5TH AVE,ES,41.87082838,-87.73352395,26
632,POINT (-87.71899385436602 41.8620812969999),609991,HERZL,3711 W DOUGLAS BLVD,ES,41.8620813,-87.71899385,29
633,POINT (-87.66227784586918 41.80288137577379),609682,RICHARDS HS,5009 S LAFLIN ST,HS,41.80288138,-87.66227785,61
634,POINT (-87.55278794438395 41.73171691657432),610171,MIRELES,9000 S EXCHANGE AVE,ES,41.73171692,-87.55278794,46
635,POINT (-87.67723250602555 41.72526344019597),610016,KELLOGG,9241 S LEAVITT ST,ES,41.72526344,-87.67723251,72
636,POINT (-87.72366217142843 41.864943352704344),400128,YCCS - CCA ACADEMY,1231 S PULASKI RD,HS,41.86494335,-87.72366217,29
637,POINT (-87.64502523744304 41.73892015779958),609955,GRESHAM,8524 S GREEN ST,ES,41.73892016,-87.64502524,71
638,POINT (-87.6731683285629 42.00770257088182),610284,NEW FIELD,1707 W MORSE AVE,ES,42.00770257,-87.67316833,1
639,POINT (-87.5671305913564 41.71440206253764),609821,BURNHAM,9928 S CRANDON AVE,ES,41.71440206,-87.56713059,51
640,POINT (-87.66781651174638 41.82935561951145),610319,EVERGREEN,3537 S PAULINA ST,ES,41.82935562,-87.66781651,59
641,POINT (-87.69705747862061 41.80798719304401),400179,NOBLE - MANSUETO HS,2911 W 47TH ST,HS,41.80798719,-87.69705748,58
642,POINT (-87.65811083885113 41.67750544720192),610199,COLEMON,1441 W 119TH ST,ES,41.67750545,-87.65811084,53
643,POINT (-87.7173189526859 41.843698118382875),609834,LITTLE VILLAGE,2620 S LAWNDALE AVE,ES,41.84369812,-87.71731895,30
644,POINT (-87.73529221730041 41.8343966172241),610392,WORLD LANGUAGE HS,3120 S KOSTNER AVE,HS,41.83439662,-87.73529222,30
645,POINT (-87.75892840072247 41.79904639800406),610206,TWAIN,5134 S LOTUS AVE,ES,41.7990464,-87.7589284,56
646,POINT (-87.71954054421472 41.94109399066556),610144,REILLY,3650 W SCHOOL ST,ES,41.94109399,-87.71954054,21
647,POINT (-87.65250013919314 41.719291947815584),610032,GREEN,1150 W 96TH ST,ES,41.71929195,-87.65250014,73
648,POINT (-87.65097986936044 41.95280951201589),609850,GREELEY,832 W SHERIDAN RD,ES,41.95280951,-87.65097987,6
649,POINT (-87.711024984798 41.80176224619052),400149,ACERO - SOTO HS,5025 S SAINT LOUIS AVE,HS,41.80176225,-87.71102498,63
